rank,title,link,ratings_link,10_ratings,9_ratings,8_ratings,7_ratings,6_ratings,5_ratings,4_ratings,3_ratings,2_ratings,1_ratings,overall_ratings,10_sample,9_sample,8_sample,7_sample,6_sample,5_sample,4_sample,3_sample,2_sample,1_sample,overall_sample,nature,timerange,parentalGuide,runtime,storyline,genres,languages,countries,releaseDate,releaseCountry
239,Doctor Who,https://www.imdb.com/title/tt0436992/?ref_=chttvtp_t_239,https://www.imdb.com/title/tt0436992/ratings/?ref_=tt_ov_rat,44.7%,21.0%,15.2%,7.7%,3.2%,1.9%,1.0%,0.8%,0.8%,3.5%,8.5,"114,000","54,000","39,000","20,000","8,200","4,900","2,600","2,100","2,100","9,000","10,255,000",TV Series,2005–2022,PG,45m,The further adventures in time and space of the alien adventurer known as the Doctor and his companions from planet Earth.,"Sci-Fi Epic, Space Sci-Fi, Time Travel, Adventure, Drama, Sci-Fi, Back to top",English,United Kingdom,"March 26, 2005",United Kingdom
238,Hannibal,https://www.imdb.com/title/tt2243973/?ref_=chttvtp_t_238,https://www.imdb.com/title/tt2243973/ratings/?ref_=tt_ov_rat,33.5%,28.4%,20.6%,9.4%,3.7%,1.6%,0.8%,0.5%,0.4%,1.1%,8.5,"97,000","82,000","60,000","27,000","11,000","4,800","2,300","1,500","1,100","3,200","10,289,000",TV Series,2013–2015,18,45m,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,"Psychological Horror, Psychological Thriller, Serial Killer, Crime, Drama, Horror, Mystery, Thriller, Back to top",English,United States,"May 7, 2013",United Kingdom
237,North & South,https://www.imdb.com/title/tt0417349/?ref_=chttvtp_t_237,https://www.imdb.com/title/tt0417349/ratings/?ref_=tt_ov_rat,40.2%,25.3%,18.0%,8.8%,3.1%,1.4%,0.7%,0.4%,0.4%,1.9%,8.5,"15,000","9,200","6,500","3,200","1,100",494,248,137,128,708,"1,036,000",TV Mini Series,2004,PG,1h,"North and South is a four-part adaptation of Elizabeth Gaskell's love story of Margaret Hale, a middle-class southerner who is forced to move to the northern town of Milton.","Coming-of-Age, Costume Drama, Period Drama, Drama, Romance, Back to top",English,United Kingdom,"November 14, 2004",United Kingdom
236,The Expanse,https://www.imdb.com/title/tt3230854/?ref_=chttvtp_t_236,https://www.imdb.com/title/tt3230854/ratings/?ref_=tt_ov_rat,34.2%,30.3%,20.0%,8.1%,3.2%,1.5%,0.8%,0.5%,0.4%,1.1%,8.5,"62,000","55,000","36,000","15,000","5,700","2,800","1,400",935,723,"2,000","10,181,000",TV Series,2015–2022,15,1h,"The disappearance of rich-girl-turned-political-activist links the lives of Ceres detective, accidental ship captain and U.N. politician. Amidst political tension between Earth, Mars and the Belt, they unravel the greatest conspiracy.","Dystopian Sci-Fi, Space Sci-Fi, Drama, Mystery, Sci-Fi, Back to top",English,United States,"November 3, 2016",United Kingdom
235,Fullmetal Alchemist,https://www.imdb.com/title/tt0421357/?ref_=chttvtp_t_235,https://www.imdb.com/title/tt0421357/ratings/?ref_=tt_ov_rat,30.7%,27.5%,22.1%,10.3%,3.4%,1.4%,0.6%,0.5%,0.4%,3.0%,8.5,"25,000","22,000","18,000","8,300","2,800","1,200",494,367,323,"2,500","1,081,000",TV Series,2003–2004,PG,24m,"When a failed alchemical ritual leaves brothers Edward and Alphonse Elric with severely damaged bodies, they begin searching for the one thing that can save them: the fabled philosopher's stone.","Anime, Sh≈çnen, Steampunk, Action, Adventure, Animation, Comedy, Drama, Fantasy, Sci-Fi, Back to top","Japanese, English","Japan, Poland","April 5, 2009",United Kingdom
234,Futurama,https://www.imdb.com/title/tt0149460/?ref_=chttvtp_t_234,https://www.imdb.com/title/tt0149460/ratings/?ref_=tt_ov_rat,31.5%,25.8%,22.2%,11.6%,4.2%,1.7%,0.7%,0.5%,0.4%,1.3%,8.5,"85,000","70,000","60,000","31,000","11,000","4,700","2,000","1,400","1,000","3,500","10,269,000",TV Series,1999–,PG,22m,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.","Adult Animation, Hand-Drawn Animation, Satire, Sitcom, Space Sci-Fi, Adventure, Animation, Comedy, Sci-Fi, Back to top",English,United States,"September 21, 1999",United Kingdom
233,Rurôni Kenshin: Meiji kenkaku romantan - Tsuioku-hen,https://www.imdb.com/title/tt0203082/?ref_=chttvtp_t_233,https://www.imdb.com/title/tt0203082/ratings/?ref_=tt_ov_rat,34.3%,25.3%,17.1%,7.0%,2.8%,1.4%,0.5%,0.5%,0.7%,10.5%,8.6,"5,900","4,300","2,900","1,200",473,248,82,78,119,"1,800","1,017,000",TV Mini Series,1999,15,30m,"In the era of Japan's Meiji Restoration, an assassin regains his humanity.","Anime, Samurai, Sh≈çnen, Action, Adventure, Animation, Drama, History, Romance, Back to top",Japanese,Japan,"February 20, 1999",Japan
232,Shameless,https://www.imdb.com/title/tt1586680/?ref_=chttvtp_t_232,https://www.imdb.com/title/tt1586680/ratings/?ref_=tt_ov_rat,33.8%,27.0%,21.1%,9.5%,3.3%,1.5%,0.8%,0.6%,0.5%,1.9%,8.5,"103,000","83,000","65,000","29,000","10,000","4,600","2,500","1,700","1,600","5,800","10,306,000",TV Series,2011–2021,18,1h,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.","Dark Comedy, Comedy, Drama, Back to top",English,United States,"June 23, 2011",United Kingdom
231,My Brilliant Friend,https://www.imdb.com/title/tt7278862/?ref_=chttvtp_t_231,https://www.imdb.com/title/tt7278862/ratings/?ref_=tt_ov_rat,35.6%,30.7%,18.5%,6.9%,2.8%,1.4%,0.6%,0.5%,0.5%,2.4%,8.6,"7,500","6,500","3,900","1,500",583,297,135,98,108,501,"1,021,000",TV Series,2018–2024,15,1h,A woman recounts the lifelong friendship and conflicts with a girl she met at primary school in Naples during the early 1950s.,"Coming-of-Age, Drama, Back to top","Italian, Neapolitan","Italy, United States","November 19, 2018",United Kingdom
230,Silicon Valley,https://www.imdb.com/title/tt2575988/?ref_=chttvtp_t_230,https://www.imdb.com/title/tt2575988/ratings/?ref_=tt_ov_rat,24.9%,32.6%,26.5%,10.1%,2.9%,1.1%,0.5%,0.3%,0.3%,0.8%,8.5,"43,000","56,000","46,000","17,000","5,000","1,800",811,517,440,"1,500","10,173,000",TV Series,2014–2019,15,30m,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.","Quirky Comedy, Sitcom, Comedy, Back to top",English,United States,"July 16, 2014",United Kingdom
229,Skam,https://www.imdb.com/title/tt5288312/?ref_=chttvtp_t_229,https://www.imdb.com/title/tt5288312/ratings/?ref_=tt_ov_rat,41.3%,22.7%,17.4%,9.0%,3.3%,1.6%,0.7%,0.5%,0.5%,3.1%,8.6,"17,000","9,200","7,100","3,700","1,300",650,291,198,197,"1,200","1,041,000",TV Series,2015–2017,Not Rated,30m,"The story of young teenagers and pupils on Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person's point of view.","Coming-of-Age, Teen Drama, Drama, Romance, Back to top",Norwegian,Norway,"September 25, 2015",Norway
228,Brass Eye,https://www.imdb.com/title/tt0118273/?ref_=chttvtp_t_228,https://www.imdb.com/title/tt0118273/ratings/?ref_=tt_ov_rat,31.5%,29.6%,19.0%,7.4%,2.8%,1.9%,0.8%,0.8%,0.8%,5.5%,8.6,"3,800","3,600","2,300",908,338,236,103,92,95,668,"1,012,000",TV Series,1997–2001,18,25m,"Controversial spoof of current affairs television, and the role of celebrity in the UK.","Parody, Satire, Comedy, Back to top",English,United Kingdom,"January 29, 1997",United Kingdom
227,Alchemy of Souls,https://www.imdb.com/title/tt20859920/?ref_=chttvtp_t_227,https://www.imdb.com/title/tt20859920/ratings/?ref_=tt_ov_rat,51.8%,24.2%,12.9%,4.8%,1.8%,1.1%,0.6%,0.4%,0.5%,1.9%,8.7,"11,000","5,300","2,800","1,100",391,232,137,81,103,406,"1,022,000",TV Series,2022–2023,12,1h 20m,"Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the ""alchemy of souls"", which allows souls to switch bodies.","Dark Fantasy, Fantasy Epic, Feel-Good Romance, Korean Drama, Sword & Sorcery, Action, Drama, Fantasy, Romance, Thriller, Back to top",Korean,South Korea,"December 11, 2022",United Kingdom
226,Schitt's Creek,https://www.imdb.com/title/tt3526078/?ref_=chttvtp_t_226,https://www.imdb.com/title/tt3526078/ratings/?ref_=tt_ov_rat,38.1%,24.6%,19.3%,9.0%,3.5%,1.8%,1.0%,0.7%,0.6%,1.5%,8.5,"60,000","39,000","31,000","14,000","5,500","2,800","1,500","1,100","1,000","2,400","10,158,000",TV Series,2015–2020,15,22m,"After being a victim of fraud, Johnny Rose and his family go from extremely wealthy to penniless overnight. The only asset left to them is a small, unsophisticated town: Schitt's Creek. They relocate there. Culture shock ensues.","Satire, Sitcom, Comedy, Back to top",English,"Canada, United States","December 1, 2016",United Kingdom
225,Formula 1: Drive to Survive,https://www.imdb.com/title/tt8289930/?ref_=chttvtp_t_225,https://www.imdb.com/title/tt8289930/ratings/?ref_=tt_ov_rat,23.5%,31.5%,26.3%,10.6%,3.3%,1.4%,0.6%,0.5%,0.4%,1.9%,8.5,"13,000","17,000","14,000","5,800","1,800",776,341,256,228,"1,000","1,054,000",TV Series,2019–,15,40m,Docuseries following the FIA Formula One World Championship across multiple seasons.,"Docuseries, Motorsport, Sports Documentary, Documentary, Sport, Back to top",English,United Kingdom,"March 8, 2019",United Kingdom
224,Spartacus: Gods of the Arena,https://www.imdb.com/title/tt1758429/?ref_=chttvtp_t_224,https://www.imdb.com/title/tt1758429/ratings/?ref_=tt_ov_rat,29.2%,28.5%,24.0%,10.1%,3.4%,1.4%,0.6%,0.4%,0.4%,2.0%,8.5,"44,000","43,000","36,000","15,000","5,100","2,100",946,658,564,"3,000","10,149,000",TV Mini Series,2011,18,1h,"In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.","Action Epic, Period Drama, Sword & Sandal, Action, Adventure, Biography, Drama, History, Romance, Back to top","English, Assyrian Neo-Aramaic",United States,"January 21, 2011",United States
223,Trailer Park Boys,https://www.imdb.com/title/tt0290988/?ref_=chttvtp_t_223,https://www.imdb.com/title/tt0290988/ratings/?ref_=tt_ov_rat,39.6%,24.1%,17.9%,7.8%,3.0%,1.6%,0.9%,0.9%,0.9%,3.2%,8.5,"21,000","13,000","9,600","4,200","1,600",861,505,462,492,"1,700","1,054,000",TV Series,2001–2018,15,30m,Three petty felons have a documentary made about their life in a trailer park.,"Mockumentary, Raunchy Comedy, Sitcom, Stoner Comedy, Comedy, Crime, Back to top",English,Canada,"March 29, 2018",United Kingdom
222,Neon Genesis Evangelion,https://www.imdb.com/title/tt0112159/?ref_=chttvtp_t_222,https://www.imdb.com/title/tt0112159/ratings/?ref_=tt_ov_rat,33.5%,26.8%,19.8%,9.8%,3.9%,1.8%,1.0%,0.6%,0.5%,2.2%,8.5,"32,000","25,000","19,000","9,300","3,700","1,700",908,600,502,"2,100","1,095,000",TV Series,1995–1996,PG,24m,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,"Action Epic, Adult Animation, Alien Invasion, Anime, Coming-of-Age, Cyberpunk, Dystopian Sci-Fi, Epic, Hand-Drawn Animation, Kaiju, Back to top","Japanese, English",Japan,"October 4, 1995",Japan
221,The Office,https://www.imdb.com/title/tt0290978/?ref_=chttvtp_t_221,https://www.imdb.com/title/tt0290978/ratings/?ref_=tt_ov_rat,31.8%,26.2%,20.7%,10.0%,4.0%,2.0%,1.1%,0.8%,0.7%,2.6%,8.5,"41,000","33,000","26,000","13,000","5,100","2,600","1,400","1,000",897,"3,300","10,127,000",TV Series,2001–2003,15,30m,The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.,"Mockumentary, Satire, Sitcom, Comedy, Drama, Back to top",English,United Kingdom,"July 9, 2001",United Kingdom
220,Through the Wormhole,https://www.imdb.com/title/tt1513168/?ref_=chttvtp_t_220,https://www.imdb.com/title/tt1513168/ratings/?ref_=tt_ov_rat,31.0%,27.5%,18.4%,7.5%,2.7%,1.3%,0.7%,0.5%,0.5%,9.8%,8.6,"5,900","5,200","3,500","1,400",523,257,136,97,93,"1,900","1,019,000",TV Series,2010–2017,TV-PG,1h,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there before the beginning? Are we really alone? Is there a creator? These questions have been pondered by the most exquisite minds of the human race.","Science & Technology Documentary, Documentary, Back to top",English,United States,"June 9, 2010",United States
219,Derry Girls,https://www.imdb.com/title/tt7120662/?ref_=chttvtp_t_219,https://www.imdb.com/title/tt7120662/ratings/?ref_=tt_ov_rat,32.0%,28.8%,24.4%,9.1%,2.8%,1.0%,0.4%,0.3%,0.3%,0.8%,8.5,"22,000","19,000","16,000","6,100","1,800",665,295,212,185,566,"1,067,000",TV Series,2018–2022,15,30m,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s in Northern Ireland.,"Sitcom, Teen Comedy, Comedy, Back to top",English,United Kingdom,"January 4, 2018",United Kingdom
218,Twin Peaks,https://www.imdb.com/title/tt4093826/?ref_=chttvtp_t_218,https://www.imdb.com/title/tt4093826/ratings/?ref_=tt_ov_rat,38.2%,22.5%,16.7%,8.5%,4.2%,2.5%,1.5%,1.2%,1.1%,3.6%,8.5,"31,000","18,000","14,000","7,000","3,400","2,000","1,200",964,911,"2,900","1,081,000",TV Series,2017,15,1h,Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,"Psychological Horror, Suspense Mystery, Crime, Drama, Horror, Mystery, Thriller, Back to top","English, French",United States,"May 22, 2017",United Kingdom
217,Louie,https://www.imdb.com/title/tt1492966/?ref_=chttvtp_t_217,https://www.imdb.com/title/tt1492966/ratings/?ref_=tt_ov_rat,29.7%,29.3%,21.4%,9.5%,3.5%,1.7%,0.9%,0.7%,0.6%,2.6%,8.5,"25,000","25,000","18,000","8,000","3,000","1,400",781,572,511,"2,200","1,084,000",TV Series,2010–2015,15,22m,"The life of Louie C.K., a divorced comedian living in New York with two kids.","Dark Comedy, Comedy, Drama, Back to top",English,United States,"January 22, 2013",United Kingdom
216,Sons of Anarchy,https://www.imdb.com/title/tt1124373/?ref_=chttvtp_t_216,https://www.imdb.com/title/tt1124373/ratings/?ref_=tt_ov_rat,38.0%,26.3%,18.8%,8.7%,3.5%,1.6%,0.8%,0.5%,0.4%,1.3%,8.5,"128,000","89,000","63,000","29,000","12,000","5,400","2,700","1,800","1,300","4,500","10,337,000",TV Series,2008–2014,18,45m,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,"Gangster, Crime, Drama, Thriller, Back to top",English,United States,2009,United Kingdom
215,Whose Line Is It Anyway?,https://www.imdb.com/title/tt0163507/?ref_=chttvtp_t_215,https://www.imdb.com/title/tt0163507/ratings/?ref_=tt_ov_rat,33.5%,25.6%,20.7%,10.2%,3.8%,2.0%,0.8%,0.5%,0.6%,2.2%,8.5,"16,000","12,000","9,900","4,900","1,800",941,366,262,282,"1,100","1,048,000",TV Series,1998–2007,12,30m,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.,"Sketch Comedy, Talent Competition, Comedy, Game Show, Back to top",English,"United States, United Kingdom","May 8, 1999",United Kingdom
214,The Eric Andre Show,https://www.imdb.com/title/tt2244495/?ref_=chttvtp_t_214,https://www.imdb.com/title/tt2244495/ratings/?ref_=tt_ov_rat,32.3%,26.0%,21.4%,8.5%,3.1%,1.7%,0.9%,0.8%,1.3%,4.1%,8.5,"7,400","6,000","4,900","2,000",713,383,204,194,290,933,"1,023,000",TV Series,2012–,15,11m,"Eric Andre tries to host a talk show in a bizarre environment, where he is sometimes the player of pranks and sometimes the victim.","Parody, Sketch Comedy, Comedy, Talk Show, Back to top",English,United States,"May 20, 2012",United States
213,Regular Show,https://www.imdb.com/title/tt1710308/?ref_=chttvtp_t_213,https://www.imdb.com/title/tt1710308/ratings/?ref_=tt_ov_rat,38.8%,23.2%,20.3%,8.9%,3.1%,1.5%,0.7%,0.5%,0.5%,2.4%,8.5,"25,000","15,000","13,000","5,700","2,000",942,473,347,297,"1,600","1,065,000",TV Series,2010–2017,U,23m,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,"Adult Animation, Buddy Comedy, Hand-Drawn Animation, Sitcom, Action, Adventure, Animation, Comedy, Drama, Family, Back to top",English,"United States, South Korea","March 2, 2011",United Kingdom
212,Spartacus,https://www.imdb.com/title/tt1442449/?ref_=chttvtp_t_212,https://www.imdb.com/title/tt1442449/ratings/?ref_=tt_ov_rat,35.3%,27.0%,20.1%,8.9%,3.3%,1.5%,0.8%,0.6%,0.5%,2.1%,8.5,"93,000","71,000","53,000","24,000","8,600","4,100","2,100","1,600","1,300","5,600","10,265,000",TV Series,2010–2013,18,1h,"The life of Spartacus, the gladiator who led a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.","Sword & Sandal, Action, Adventure, Biography, Drama, Romance, Back to top","English, German",United States,"May 2, 2011",United Kingdom
211,Mob Psycho 100,https://www.imdb.com/title/tt5897304/?ref_=chttvtp_t_211,https://www.imdb.com/title/tt5897304/ratings/?ref_=tt_ov_rat,29.3%,29.6%,24.4%,9.0%,3.2%,1.2%,0.6%,0.4%,0.4%,1.9%,8.5,"16,000","16,000","13,000","4,800","1,700",629,301,204,233,"1,000","1,053,000",TV Series,2016–2022,15,24m,"A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.","Anime, Coming-of-Age, Sh≈çnen, Superhero, Teen Fantasy, Action, Animation, Comedy, Drama, Fantasy, Back to top","French, Spanish, German, Russian, Italian, Portuguese, Arabic, Japanese, English",Japan,"July 11, 2016",Japan
210,Long Way Round,https://www.imdb.com/title/tt0403778/?ref_=chttvtp_t_210,https://www.imdb.com/title/tt0403778/ratings/?ref_=tt_ov_rat,34.3%,28.1%,20.1%,8.2%,2.7%,1.1%,0.6%,0.5%,0.8%,3.6%,8.6,"5,500","4,500","3,200","1,300",431,182,97,86,126,584,"1,016,000",TV Mini Series,2004–2010,TV-PG,45m,"Ewan McGregor and Charley Boorman embark on a grueling quest to motorbike from London to New York. Going east through Europe, Asia and then to Alaska, they experience different cultures and have to overcome the elements and adversity.","Docuseries, Adventure, Documentary, Back to top",English,United Kingdom,"October 18, 2004",United Kingdom
209,Spaced,https://www.imdb.com/title/tt0187664/?ref_=chttvtp_t_209,https://www.imdb.com/title/tt0187664/ratings/?ref_=tt_ov_rat,34.6%,25.9%,19.6%,9.5%,3.4%,1.7%,0.9%,0.5%,0.5%,3.4%,8.5,"21,000","15,000","12,000","5,600","2,000",993,517,324,284,"2,000","1,059,000",TV Series,1999–2001,15,25m,"Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.","Quirky Comedy, Sitcom, Comedy, Back to top",English,United Kingdom,"September 24, 1999",United Kingdom
208,Jujutsu Kaisen,https://www.imdb.com/title/tt12343534/?ref_=chttvtp_t_208,https://www.imdb.com/title/tt12343534/ratings/?ref_=tt_ov_rat,35.4%,25.6%,20.3%,7.9%,2.8%,1.1%,0.5%,0.6%,2.7%,3.0%,8.5,"51,000","37,000","29,000","11,000","4,100","1,600",792,813,"3,900","4,300","10,145,000",TV Series,2020–,15,24m,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,"Adult Animation, Anime, Dark Fantasy, Sh≈çnen, Supernatural Fantasy, Urban Adventure, Action, Adventure, Animation, Fantasy, Back to top","Japanese, English","Japan, United States","October 2, 2020",United Kingdom
207,Happy Valley,https://www.imdb.com/title/tt3428912/?ref_=chttvtp_t_207,https://www.imdb.com/title/tt3428912/ratings/?ref_=tt_ov_rat,28.6%,32.2%,26.0%,8.2%,2.1%,0.9%,0.4%,0.3%,0.3%,1.1%,8.5,"20,000","22,000","18,000","5,600","1,400",599,278,201,211,731,"1,069,000",TV Series,2014–2023,15,1h,Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,"Cop Drama, Police Procedural, Crime, Drama, Thriller, Back to top",English,United Kingdom,"April 29, 2014",United Kingdom
206,Impractical Jokers,https://www.imdb.com/title/tt2100976/?ref_=chttvtp_t_206,https://www.imdb.com/title/tt2100976/ratings/?ref_=tt_ov_rat,38.9%,23.3%,17.7%,8.8%,3.4%,1.8%,1.0%,0.7%,0.8%,3.5%,8.6,"19,000","11,000","8,600","4,300","1,700",863,482,341,396,"1,700","1,049,000",TV Series,2011–,12,30m,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.","Hidden Camera, Comedy, Reality TV, Back to top",English,United States,"December 15, 2011",United States
205,Samurai Jack,https://www.imdb.com/title/tt0278238/?ref_=chttvtp_t_205,https://www.imdb.com/title/tt0278238/ratings/?ref_=tt_ov_rat,32.5%,26.1%,21.9%,9.6%,3.3%,1.7%,0.8%,0.6%,0.5%,3.0%,8.5,"20,000","16,000","14,000","6,000","2,100","1,100",485,363,285,"1,900","1,063,000",TV Series,2001–2017,PG,23m,"A samurai, sent through time, fights to return home and save the world.","Dark Fantasy, Hand-Drawn Animation, One-Person Army Action, Samurai, Time Travel, Action, Adventure, Animation, Drama, Fantasy, Back to top",English,United States,"November 1, 2001",United Kingdom
204,Detectorists,https://www.imdb.com/title/tt4082744/?ref_=chttvtp_t_204,https://www.imdb.com/title/tt4082744/ratings/?ref_=tt_ov_rat,35.3%,31.0%,19.8%,7.5%,2.2%,1.2%,0.5%,0.4%,0.5%,1.7%,8.6,"8,300","7,300","4,600","1,800",512,276,120,87,110,389,"1,023,000",TV Series,2014–2022,15,30m,"The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.","Buddy Comedy, Sitcom, Comedy, Back to top",English,United Kingdom,"February 10, 2014",United Kingdom
203,I'm Alan Partridge,https://www.imdb.com/title/tt0129690/?ref_=chttvtp_t_203,https://www.imdb.com/title/tt0129690/ratings/?ref_=tt_ov_rat,31.1%,28.7%,20.0%,9.0%,3.1%,1.7%,0.8%,0.7%,0.7%,4.1%,8.6,"7,200","6,600","4,600","2,100",703,393,190,167,164,947,"1,023,000",TV Series,1997–2002,15,30m,"A failed television presenter, now presenting a programme on local desperately tries to revive his broadcasting career.","Satire, Sitcom, Comedy, Back to top","English, German, French",United Kingdom,"November 3, 1997",United Kingdom
202,Mr. Robot,https://www.imdb.com/title/tt4158110/?ref_=chttvtp_t_202,https://www.imdb.com/title/tt4158110/ratings/?ref_=tt_ov_rat,36.3%,26.7%,18.7%,9.4%,4.0%,1.9%,0.9%,0.6%,0.4%,1.3%,8.5,"158,000","116,000","82,000","41,000","17,000","8,100","3,700","2,500","1,900","5,500","10,436,000",TV Series,2015–2019,15,45m,"Elliot, a brilliant but unstable cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global chaos when he and his shadowy allies try to take down the corrupt corporation his company is paid to protect.","Cyber Thriller, Psychological Drama, Psychological Thriller, Crime, Drama, Thriller, Back to top","English, Swedish, Danish, Chinese, Persian, Spanish, Samoan, Arabic, German",United States,"October 16, 2015",United Kingdom
201,Ezel,https://www.imdb.com/title/tt1534360/?ref_=chttvtp_t_201,https://www.imdb.com/title/tt1534360/ratings/?ref_=tt_ov_rat,49.2%,20.8%,12.5%,5.6%,2.3%,1.2%,0.7%,0.6%,0.7%,6.5%,8.6,"20,000","8,300","5,000","2,200",922,491,266,246,274,"2,600","1,040,000",TV Series,2009–2011,TV-14,1h 30m,"Betrayed by his trusted friends and the woman he loved, Ömer Uçar returns as Ezel to exact his vengeance.","Crime, Drama, Thriller, Back to top",Turkish,Turkey,"September 28, 2009",Turkey
200,Yellowstone,https://www.imdb.com/title/tt4236770/?ref_=chttvtp_t_200,https://www.imdb.com/title/tt4236770/ratings/?ref_=tt_ov_rat,42.3%,26.6%,17.5%,6.4%,2.5%,1.4%,0.7%,0.6%,0.5%,1.4%,8.6,"111,000","70,000","46,000","17,000","6,600","3,600","1,900","1,500","1,200","3,800","10,262,000",TV Series,2018–2024,15,1h,A ranching family in Montana faces off against others encroaching on their land.,"Contemporary Western, Epic, Western Epic, Drama, Western, Back to top",English,United States,"January 20, 2020",United Kingdom
199,Senke nad Balkanom,https://www.imdb.com/title/tt6108262/?ref_=chttvtp_t_199,https://www.imdb.com/title/tt6108262/ratings/?ref_=tt_ov_rat,62.0%,17.3%,6.7%,2.8%,1.7%,1.3%,0.7%,1.1%,1.4%,4.9%,8.8,"8,200","2,300",887,368,219,174,98,142,187,654,"1,013,000",TV Series,2017–2020,TV-MA,1h,"A historical fiction drama and thriller set in the turbulent period of the late 1920s in the Balkans as a place where high politics, local interests, capital and crime all merge together.","Crime, Drama, Thriller, Back to top","Serbian, Russian, Macedonian, German, Slovenian",Serbia,"October 22, 2017",Serbia
198,Making a Murderer,https://www.imdb.com/title/tt5189670/?ref_=chttvtp_t_198,https://www.imdb.com/title/tt5189670/ratings/?ref_=tt_ov_rat,27.9%,29.5%,23.8%,10.6%,3.5%,1.6%,0.6%,0.5%,0.4%,1.8%,8.5,"29,000","31,000","25,000","11,000","3,600","1,700",641,488,411,"1,800","10,105,000",TV Series,2015–2018,15,1h,"Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.","Crime Documentary, Docuseries, True Crime, Crime, Documentary, Back to top",English,United States,"December 18, 2015",United Kingdom
197,The Bear,https://www.imdb.com/title/tt14452776/?ref_=chttvtp_t_197,https://www.imdb.com/title/tt14452776/ratings/?ref_=tt_ov_rat,28.2%,33.3%,23.6%,8.4%,2.9%,1.3%,0.6%,0.4%,0.4%,0.9%,8.5,"74,000","88,000","62,000","22,000","7,600","3,500","1,700","1,100",944,"2,400","10,264,000",TV Series,2022–,16,34m,A young chef from the fine dining world returns to Chicago to run his family's sandwich shop.,"Psychological Drama, Workplace Drama, Comedy, Drama, Back to top","English, Spanish",United States,"October 5, 2022",United Kingdom
196,Coupling,https://www.imdb.com/title/tt0237123/?ref_=chttvtp_t_196,https://www.imdb.com/title/tt0237123/ratings/?ref_=tt_ov_rat,32.7%,28.7%,19.8%,9.3%,3.3%,1.4%,0.8%,0.6%,0.6%,2.8%,8.5,"16,000","14,000","9,700","4,500","1,600",672,401,291,290,"1,400","1,049,000",TV Series,2000–2004,15,30m,Six best friends talk about all aspects of sex and relationships on their never-ending quest to find true love.,"Farce, Raunchy Comedy, Sitcom, Comedy, Romance, Back to top",English,United Kingdom,"May 12, 2000",United Kingdom
195,The IT Crowd,https://www.imdb.com/title/tt0487831/?ref_=chttvtp_t_195,https://www.imdb.com/title/tt0487831/ratings/?ref_=tt_ov_rat,29.3%,30.0%,22.9%,10.1%,3.5%,1.4%,0.8%,0.5%,0.4%,1.1%,8.5,"50,000","51,000","39,000","17,000","5,900","2,400","1,300",854,707,"1,900","10,170,000",TV Series,2006–2013,PG,25m,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.","Quirky Comedy, Sitcom, Comedy, Back to top",English,United Kingdom,"February 3, 2006",United Kingdom
