rank,title,link,ratings_link,10_ratings,9_ratings,8_ratings,7_ratings,6_ratings,5_ratings,4_ratings,3_ratings,2_ratings,1_ratings,overall_ratings,10_sample,9_sample,8_sample,7_sample,6_sample,5_sample,4_sample,3_sample,2_sample,1_sample,overall_sample,nature,timerange,parentalGuide,runtime,storyline,genres,languages,countries,releaseDate,releaseCountry
194,Rocket Boys,https://www.imdb.com/title/tt13868972/?ref_=chttvtp_t_194,https://www.imdb.com/title/tt13868972/ratings/?ref_=tt_ov_rat,58.9%,22.2%,9.4%,3.3%,1.1%,0.8%,0.4%,0.3%,0.4%,3.1%,8.9,"11,000","4,300","1,800",636,205,160,72,55,85,602,"1,019,000",TV Series,2022–,,,"The story of two extraordinary men, Dr. Homi Jehangir Bhabha and Dr. Vikram Ambalal Sarabhai, who created history while building India's future.","Historical Epic, Drama, History, Back to top",Hindi,India,"February 4, 2022",India
193,The Queen's Gambit,https://www.imdb.com/title/tt10048342/?ref_=chttvtp_t_193,https://www.imdb.com/title/tt10048342/ratings/?ref_=tt_ov_rat,24.4%,32.3%,27.9%,10.5%,2.7%,0.9%,0.4%,0.2%,0.2%,0.5%,8.5,"147,000","195,000","168,000","63,000","17,000","5,300","2,200","1,200",925,"3,000","10,604,000",TV Mini Series,2020,15,1h,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.","Coming-of-Age, Epic, Period Drama, Psychological Drama, Drama, Back to top","English, French, Spanish, Russian",United States,"October 23, 2020",United Kingdom
192,Samurai Champloo,https://www.imdb.com/title/tt0423731/?ref_=chttvtp_t_192,https://www.imdb.com/title/tt0423731/ratings/?ref_=tt_ov_rat,28.9%,30.9%,22.9%,9.3%,3.0%,1.3%,0.5%,0.3%,0.3%,2.6%,8.5,"17,000","18,000","13,000","5,400","1,800",742,289,197,188,"1,500","1,059,000",TV Series,2004–2005,15,24m,"Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the ""samurai who smells of sunflowers.""","Adult Animation, Anime, Martial Arts, Samurai, Action, Adventure, Animation, Comedy, Drama, Thriller, Back to top","Japanese, English","Japan, Poland","May 19, 2004",Japan
191,Flight of the Conchords,https://www.imdb.com/title/tt0863046/?ref_=chttvtp_t_191,https://www.imdb.com/title/tt0863046/ratings/?ref_=tt_ov_rat,33.4%,28.7%,21.7%,8.9%,2.9%,1.2%,0.6%,0.5%,0.4%,1.8%,8.5,"23,000","19,000","15,000","6,000","1,900",826,402,310,297,"1,200","1,068,000",TV Series,2007–2009,15,25m,"Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom.","Quirky Comedy, Comedy, Music, Musical, Back to top",English,"United States, New Zealand","September 25, 2007",United Kingdom
190,"Yes, Prime Minister",https://www.imdb.com/title/tt0086831/?ref_=chttvtp_t_190,https://www.imdb.com/title/tt0086831/ratings/?ref_=tt_ov_rat,32.0%,29.9%,19.7%,8.6%,2.8%,1.6%,0.7%,0.6%,0.8%,3.4%,8.6,"4,500","4,200","2,700","1,200",385,218,97,90,108,467,"1,014,000",TV Series,1986–1987,PG,30m,James Hacker was propelled along the corridors of power to the very pinnacle of politics - Number 10.,"Satire, Sitcom, Comedy, Back to top",English,United Kingdom,"January 9, 1986",United Kingdom
189,Endeavour,https://www.imdb.com/title/tt2701582/?ref_=chttvtp_t_189,https://www.imdb.com/title/tt2701582/ratings/?ref_=tt_ov_rat,36.1%,31.7%,19.6%,6.6%,2.3%,1.0%,0.5%,0.4%,0.4%,1.6%,8.6,"13,000","11,000","7,000","2,300",814,352,173,137,133,555,"1,036,000",TV Series,2012–2023,12,1h 30m,"Set from 1965 into the 1970s, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford.","Cop Drama, Whodunnit, Crime, Drama, Mystery, Back to top",English,United Kingdom,"January 2, 2012",United Kingdom
188,The Venture Bros.,https://www.imdb.com/title/tt0417373/?ref_=chttvtp_t_188,https://www.imdb.com/title/tt0417373/ratings/?ref_=tt_ov_rat,43.4%,21.9%,14.3%,6.9%,3.0%,1.8%,0.9%,0.8%,0.8%,6.2%,8.6,"13,000","6,400","4,200","2,000",882,521,267,245,247,"1,800","1,029,000",TV Series,2003–2018,15,22m,"The bizarre escapades of pseudo-heroic scientist Dr. Rusty Venture, his competent, high-strung bodyguard, and his two overenthusiastic sons.","Adult Animation, Hand-Drawn Animation, Parody, Superhero, Action, Adventure, Animation, Comedy, Fantasy, Sci-Fi, Back to top",English,United States,"February 16, 2003",United States
187,Dragon Ball,https://www.imdb.com/title/tt0280249/?ref_=chttvtp_t_187,https://www.imdb.com/title/tt0280249/ratings/?ref_=tt_ov_rat,35.5%,23.9%,20.3%,9.8%,3.4%,1.6%,0.7%,0.6%,0.6%,3.5%,8.5,"24,000","16,000","14,000","6,800","2,400","1,100",503,406,441,"2,400","1,069,000",TV Series,1995–2003,PG,24m,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice.","Adult Animation, Anime, Martial Arts, Sh≈çnen, Superhero, Action, Adventure, Animation, Fantasy, Sci-Fi, Back to top",English,"Japan, United States","August 20, 2001",United States
186,Battlestar Galactica,https://www.imdb.com/title/tt0314979/?ref_=chttvtp_t_186,https://www.imdb.com/title/tt0314979/ratings/?ref_=tt_ov_rat,30.6%,29.9%,22.3%,9.2%,3.3%,1.4%,0.7%,0.5%,0.5%,1.7%,8.5,"25,000","25,000","18,000","7,600","2,700","1,200",553,402,443,"1,400","1,083,000",TV Mini Series,2003,12,1h 30m,"Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for their true home: Earth.","Artificial Intelligence, Space Sci-Fi, Action, Adventure, Drama, Sci-Fi, Back to top",English,United States,"February 17, 2004",United Kingdom
185,Justice League,https://www.imdb.com/title/tt0275137/?ref_=chttvtp_t_185,https://www.imdb.com/title/tt0275137/ratings/?ref_=tt_ov_rat,31.8%,27.4%,22.6%,9.3%,3.2%,1.4%,0.7%,0.5%,0.4%,2.7%,8.5,"17,000","15,000","12,000","5,100","1,700",777,370,269,237,"1,500","1,054,000",TV Series,2001–2004,PG,22m,Seven of the most formidable heroes form arguably the most powerful team ever.,"Hand-Drawn Animation, Superhero, Action, Adventure, Animation, Family, Fantasy, Mystery, Sci-Fi, Back to top",English,"United States, South Korea","November 17, 2001",United Kingdom
184,The Haunting of Hill House,https://www.imdb.com/title/tt6763664/?ref_=chttvtp_t_184,https://www.imdb.com/title/tt6763664/ratings/?ref_=tt_ov_rat,31.3%,29.5%,22.4%,9.5%,3.3%,1.5%,0.7%,0.5%,0.3%,1.0%,8.5,"96,000","90,000","69,000","29,000","10,000","4,400","2,100","1,400","1,000","3,100","10,306,000",TV Mini Series,2018,15,1h,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.","Psychological Horror, Supernatural Horror, Drama, Horror, Mystery, Thriller, Back to top",English,United States,"October 12, 2018",United Kingdom
183,Dragon Ball,https://www.imdb.com/title/tt0088509/?ref_=chttvtp_t_183,https://www.imdb.com/title/tt0088509/ratings/?ref_=tt_ov_rat,34.6%,23.6%,21.2%,10.1%,3.8%,1.5%,0.7%,0.5%,0.6%,3.4%,8.5,"25,000","17,000","15,000","7,200","2,700","1,100",461,386,390,"2,400","1,071,000",TV Series,1986–1989,PG,25m,"Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.","Adult Animation, Anime, Martial Arts, Sh≈çnen, Superhero, Action, Adventure, Animation, Comedy, Fantasy, Back to top",Japanese,Japan,"February 26, 1986",Japan
182,The Family Man,https://www.imdb.com/title/tt9544034/?ref_=chttvtp_t_182,https://www.imdb.com/title/tt9544034/ratings/?ref_=tt_ov_rat,49.0%,26.0%,14.1%,4.4%,1.3%,0.7%,0.4%,0.3%,0.4%,3.4%,8.7,"51,000","27,000","14,000","4,600","1,300",764,363,306,445,"3,500","10,103,000",TV Series,2019–,18,45m,"A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.","Action, Comedy, Drama, Thriller, Back to top",Hindi,India,"September 20, 2019",United Kingdom
181,What We Do in the Shadows,https://www.imdb.com/title/tt7908628/?ref_=chttvtp_t_181,https://www.imdb.com/title/tt7908628/ratings/?ref_=tt_ov_rat,32.8%,29.4%,22.7%,8.3%,2.6%,1.2%,0.6%,0.5%,0.5%,1.4%,8.6,"38,000","34,000","26,000","9,700","3,100","1,400",746,551,534,"1,600","10,116,000",TV Series,2019–2024,16,30m,A look into the nightly lives of four vampires who have lived together on Staten Island for over a century.,"Mockumentary, Sitcom, Vampire Horror, Comedy, Fantasy, Horror, Back to top",English,"United States, Canada","May 19, 2019",United Kingdom
180,The Bugs Bunny Show,https://www.imdb.com/title/tt0053488/?ref_=chttvtp_t_180,https://www.imdb.com/title/tt0053488/ratings/?ref_=tt_ov_rat,31.0%,27.0%,22.6%,10.6%,3.7%,1.7%,0.7%,0.4%,0.3%,2.0%,8.6,"11,000","10,000","8,300","3,900","1,400",617,247,150,117,727,"1,037,000",TV Series,1960–1975,U,30m,TV series featuring the classic Looney Tunes animated shorts.,"Hand-Drawn Animation, Animation, Comedy, Back to top",English,United States,"October 11, 1960",United States
179,Justified,https://www.imdb.com/title/tt1489428/?ref_=chttvtp_t_179,https://www.imdb.com/title/tt1489428/ratings/?ref_=tt_ov_rat,33.2%,30.5%,21.0%,8.3%,3.0%,1.4%,0.6%,0.4%,0.3%,1.5%,8.6,"41,000","38,000","26,000","10,000","3,700","1,700",754,510,410,"1,800","10,124,000",TV Series,2010–2015,15,45m,"Enforcing his own brand of justice, U.S. Marshal Raylan Givens, a strong-willed, quiet law-man haunted by his past, returns to his native town to see that justice is served to those in need.","Contemporary Western, Cop Drama, Police Procedural, Action, Crime, Drama, Mystery, Thriller, Western, Back to top",English,United States,"March 16, 2010",United States
178,QI,https://www.imdb.com/title/tt0380136/?ref_=chttvtp_t_178,https://www.imdb.com/title/tt0380136/ratings/?ref_=tt_ov_rat,31.4%,26.3%,18.8%,8.7%,3.0%,1.5%,0.6%,0.5%,0.5%,8.6%,8.6,"11,000","9,100","6,500","3,000","1,100",519,223,182,180,"3,000","1,035,000",TV Series,2003–,15,30m,"A comedy panel game in which being Quite Interesting is more important than being right. Sandi Toksvig is joined each week by four comedians to share anecdotes and trivia, and maybe answer some questions as well.","Comedy, Game Show, Back to top",English,United Kingdom,"September 11, 2003",United Kingdom
177,Young Justice,https://www.imdb.com/title/tt1641384/?ref_=chttvtp_t_177,https://www.imdb.com/title/tt1641384/ratings/?ref_=tt_ov_rat,38.5%,26.4%,18.9%,8.1%,2.7%,1.2%,0.6%,0.4%,0.4%,2.8%,8.6,"18,000","13,000","9,100","3,900","1,300",588,265,214,190,"1,400","1,048,000",TV Series,2010–2022,PG,23m,Teenage superheroes strive to prove themselves as members of the Justice League.,"Superhero, Action, Adventure, Animation, Crime, Fantasy, Romance, Sci-Fi, Back to top",English,United States,"January 1, 2011",United Kingdom
176,Homicide: Life on the Street,https://www.imdb.com/title/tt0106028/?ref_=chttvtp_t_176,https://www.imdb.com/title/tt0106028/ratings/?ref_=tt_ov_rat,37.3%,28.3%,17.0%,7.1%,2.7%,1.4%,0.8%,0.6%,0.5%,4.2%,8.7,"5,900","4,500","2,700","1,100",424,225,126,93,85,663,"1,016,000",TV Series,1993–1999,15,1h,An American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.,"Cop Drama, Police Procedural, Crime, Drama, Mystery, Thriller, Back to top",English,United States,"November 15, 1993",United Kingdom
175,Demon Slayer: Kimetsu no Yaiba,https://www.imdb.com/title/tt9335498/?ref_=chttvtp_t_175,https://www.imdb.com/title/tt9335498/ratings/?ref_=tt_ov_rat,38.3%,24.2%,18.4%,8.3%,3.4%,1.5%,0.7%,0.5%,1.2%,3.4%,8.6,"69,000","43,000","33,000","15,000","6,100","2,600","1,300",899,"2,200","6,000","10,179,000",TV Series,2019–,15,24m,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.","Anime, Dark Fantasy, Sh≈çnen, Supernatural Fantasy, Action, Adventure, Animation, Fantasy, Thriller, Back to top","Japanese, English",Japan,"April 6, 2019",United Kingdom
174,Yeh Meri Family,https://www.imdb.com/title/tt8595766/?ref_=chttvtp_t_174,https://www.imdb.com/title/tt8595766/ratings/?ref_=tt_ov_rat,67.1%,17.7%,6.6%,2.2%,0.8%,0.5%,0.3%,0.4%,0.8%,3.5%,8.9,"18,000","4,800","1,800",581,225,148,70,109,209,950,"1,027,000",TV Series,2018–,TV-14,30m,"Through the lens of a 90s kid, we witness a family navigate through the ups and downs of life during this magical and nostalgic era.","Comedy, Drama, Family, Musical, Romance, Back to top",Hindi,India,"July 12, 2018",India
173,Boardwalk Empire,https://www.imdb.com/title/tt0979432/?ref_=chttvtp_t_173,https://www.imdb.com/title/tt0979432/ratings/?ref_=tt_ov_rat,27.7%,32.6%,23.7%,9.3%,3.1%,1.3%,0.6%,0.4%,0.3%,1.2%,8.6,"58,000","68,000","50,000","20,000","6,400","2,600","1,200",737,586,"2,400","10,210,000",TV Series,2010–2014,18,1h,An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.,"Epic, Gangster, Period Drama, Political Drama, Crime, Drama, Back to top",English,United States,"February 1, 2011",United Kingdom
172,El Chavo del Ocho,https://www.imdb.com/title/tt0229889/?ref_=chttvtp_t_172,https://www.imdb.com/title/tt0229889/ratings/?ref_=tt_ov_rat,47.2%,20.4%,13.1%,6.0%,2.9%,2.0%,0.8%,0.7%,0.8%,6.1%,8.7,"6,900","3,000","1,900",870,422,286,123,104,114,892,"1,015,000",TV Series,1972–1983,PG,30m,"The misadventures of a poor, homeless, fumbling boy and his friends in their humble neighborhood.","Slapstick, Comedy, Family, Back to top",Spanish,Mexico,"February 26, 1973",Mexico
171,The Bureau,https://www.imdb.com/title/tt4063800/?ref_=chttvtp_t_171,https://www.imdb.com/title/tt4063800/ratings/?ref_=tt_ov_rat,34.5%,35.6%,17.7%,5.7%,2.1%,1.1%,0.5%,0.4%,0.4%,2.1%,8.7,"5,700","5,800","2,900",926,343,175,82,61,58,340,"1,016,000",TV Series,2015–2020,15,50m,"A very unique and captivating series about the ""bureau des légendes"", the mythical powerhouse within the French Secret Service and its dare devil ghost agents.","Political Drama, Political Thriller, Spy, Drama, Thriller, Back to top","French, Arabic, English, Persian, Russian, Italian",France,"June 17, 2016",United Kingdom
170,Dopesick,https://www.imdb.com/title/tt9174558/?ref_=chttvtp_t_170,https://www.imdb.com/title/tt9174558/ratings/?ref_=tt_ov_rat,25.8%,36.3%,26.9%,7.4%,1.7%,0.6%,0.3%,0.2%,0.2%,0.6%,8.6,"22,000","31,000","23,000","6,200","1,500",494,223,152,134,542,"1,085,000",TV Mini Series,2021,15,1h,"The series takes viewers to the epicenter of America's struggle with opioid addiction, from the boardrooms of Purdue Pharma, to a distressed Virginia mining community, to the hallways of the DEA.","Docudrama, Medical Drama, Tragedy, Drama, Back to top",English,United States,"October 13, 2021",United States
169,The Newsroom,https://www.imdb.com/title/tt1870479/?ref_=chttvtp_t_169,https://www.imdb.com/title/tt1870479/ratings/?ref_=tt_ov_rat,32.7%,32.3%,19.4%,7.9%,3.0%,1.5%,0.7%,0.5%,0.5%,1.5%,8.6,"42,000","42,000","25,000","10,000","3,800","1,900",914,683,586,"2,000","10,129,000",TV Series,2012–2014,15,1h,"A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor.","Political Drama, Workplace Drama, Drama, Back to top",English,United States,"July 10, 2012",United Kingdom
168,Archer,https://www.imdb.com/title/tt1486217/?ref_=chttvtp_t_168,https://www.imdb.com/title/tt1486217/ratings/?ref_=tt_ov_rat,33.0%,28.9%,20.6%,8.9%,3.0%,1.4%,0.8%,0.5%,0.5%,2.4%,8.6,"56,000","49,000","35,000","15,000","5,100","2,400","1,300",920,866,"4,100","10,171,000",TV Series,2009–2023,15,22m,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,"Adult Animation, Parody, Sitcom, Action, Animation, Comedy, Back to top",English,United States,"September 17, 2009",United Kingdom
167,Critical Role,https://www.imdb.com/title/tt4834232/?ref_=chttvtp_t_167,https://www.imdb.com/title/tt4834232/ratings/?ref_=tt_ov_rat,69.1%,12.1%,3.4%,1.6%,0.7%,0.7%,0.6%,0.6%,1.8%,9.4%,9.1,"9,900","1,700",490,227,98,105,82,89,263,"1,300","1,014,000",TV Series,2015–,PG,2h,"A live weekly show in which a band of professional voice actors improvise, role-play, and roll their way through an epic Dungeons and Dragons campaign.","Quest, Adventure, Fantasy, Back to top",English,United States,"March 12, 2015",United States
166,Mystery Science Theatre 3000,https://www.imdb.com/title/tt0094517/?ref_=chttvtp_t_166,https://www.imdb.com/title/tt0094517/ratings/?ref_=tt_ov_rat,41.0%,19.7%,13.7%,7.1%,2.9%,1.8%,0.9%,0.9%,0.9%,11.1%,8.6,"11,000","5,300","3,700","1,900",792,486,243,231,239,"3,000","1,027,000",TV Series,1988–1999,PG,1h 30m,"In the not-too-distant future Joel Robinson is held captive by Dr. Forrester and TV's Frank, forced to watch B-Grade movies on the Satellite of Love with the help of his robot friends: Cambot, Gypsy, Tom Servo and Crow T. Robot.","Farce, Quirky Comedy, Space Sci-Fi, Comedy, Sci-Fi, Back to top",English,United States,"January 11, 1998",United Kingdom
165,Anne,https://www.imdb.com/title/tt5421602/?ref_=chttvtp_t_165,https://www.imdb.com/title/tt5421602/ratings/?ref_=tt_ov_rat,41.9%,25.2%,17.5%,7.4%,2.7%,1.2%,0.7%,0.6%,0.6%,2.2%,8.6,"30,000","18,000","13,000","5,400","1,900",896,499,414,425,"1,600","1,073,000",TV Series,2017–2019,PG,1h,"The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.","Period Drama, Teen Drama, Drama, Family, Back to top","English, French, Micmac",Canada,"May 12, 2017",United Kingdom
164,Greatest Events of WWII in Colour,https://www.imdb.com/title/tt9103932/?ref_=chttvtp_t_164,https://www.imdb.com/title/tt9103932/ratings/?ref_=tt_ov_rat,23.7%,39.4%,24.2%,7.1%,1.7%,0.9%,0.4%,0.4%,0.3%,1.9%,8.6,"2,900","4,900","3,000",870,207,113,51,50,39,239,"1,012,000",TV Mini Series,2019,15,50m,A series of colorized archive footage of important events during World War II.,"History Documentary, Military Documentary, Documentary, History, War, Back to top",English,United Kingdom,"November 8, 2019",United Kingdom
163,Blackadder the Third,https://www.imdb.com/title/tt0092324/?ref_=chttvtp_t_163,https://www.imdb.com/title/tt0092324/ratings/?ref_=tt_ov_rat,26.5%,30.1%,23.2%,9.5%,2.8%,1.2%,0.5%,0.4%,0.3%,5.5%,8.6,"13,000","15,000","11,000","4,600","1,400",563,249,172,169,"2,700","1,049,000",TV Series,1987,15,30m,"In the Regency era, Mr E. Blackadder serves as butler to the foppish numskull Prince George amidst the fads and crazes of the time.","Satire, Comedy, Back to top",English,United Kingdom,"September 17, 1987",United Kingdom
162,Pose,https://www.imdb.com/title/tt7562112/?ref_=chttvtp_t_162,https://www.imdb.com/title/tt7562112/ratings/?ref_=tt_ov_rat,40.1%,26.4%,17.5%,6.7%,2.2%,1.2%,0.6%,0.6%,0.8%,3.9%,8.6,"14,000","9,200","6,100","2,300",773,401,219,211,265,"1,400","1,035,000",TV Series,2018–2021,G,1h,"In the New York of the late '80s and early '90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis, and capitalism.","Epic, Drama, Back to top",English,United States,"March 21, 2019",United Kingdom
161,Yes Minister,https://www.imdb.com/title/tt0080306/?ref_=chttvtp_t_161,https://www.imdb.com/title/tt0080306/ratings/?ref_=tt_ov_rat,34.1%,30.7%,18.5%,8.0%,3.1%,1.4%,0.6%,0.5%,0.5%,2.8%,8.6,"6,100","5,500","3,300","1,400",547,256,103,86,86,492,"1,018,000",TV Series,1980–1984,PG,30m,"The Right Honorable James Hacker has landed the plum job of Cabinet Minister to the Department of Administration. At last he is in a position of power and can carry out some long-needed reforms, or so he thinks.","Satire, Sitcom, Comedy, Back to top",English,United Kingdom,"February 25, 1980",United Kingdom
160,Gomorrah,https://www.imdb.com/title/tt2049116/?ref_=chttvtp_t_160,https://www.imdb.com/title/tt2049116/ratings/?ref_=tt_ov_rat,34.1%,33.0%,19.9%,7.0%,2.4%,1.0%,0.5%,0.4%,0.3%,1.5%,8.6,"16,000","15,000","9,400","3,300","1,100",485,228,187,140,702,"1,047,000",TV Series,2014–2021,18,45m,Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk.,"Epic, Gangster, Crime, Drama, Thriller, Back to top","Neapolitan, Italian","Italy, Germany","May 6, 2014",Italy
159,Scavengers Reign,https://www.imdb.com/title/tt21056886/?ref_=chttvtp_t_159,https://www.imdb.com/title/tt21056886/ratings/?ref_=tt_ov_rat,33.1%,33.6%,19.3%,7.2%,2.7%,1.2%,0.6%,0.5%,0.4%,1.3%,8.6,"9,100","9,300","5,300","2,000",736,344,175,139,110,368,"1,028,000",TV Mini Series,2023,15,24m,The crew of a damaged deep space freighter are stranded on a beautiful but dangerous planet.,"Adult Animation, Sci-Fi Epic, Space Sci-Fi, Adventure, Animation, Drama, Sci-Fi, Back to top",English,United States,"May 31, 2024",United Kingdom
158,Fighting Spirit,https://www.imdb.com/title/tt0481256/?ref_=chttvtp_t_158,https://www.imdb.com/title/tt0481256/ratings/?ref_=tt_ov_rat,41.7%,29.8%,15.2%,5.3%,1.9%,1.0%,0.4%,0.6%,0.7%,3.3%,8.8,"5,500","3,900","2,000",695,253,125,51,83,95,438,"1,013,000",TV Series,2000–2002,15,30m,"Ippo, a teenage boy with a pure heart and unrelenting determination, discovers a passion for boxing after veteran fighter Takamura saves him from bullies.","Anime, Boxing, Sh≈çnen, Action, Animation, Comedy, Sport, Back to top",English,Japan,"March 27, 2000",Japan
157,The Offer,https://www.imdb.com/title/tt13111040/?ref_=chttvtp_t_157,https://www.imdb.com/title/tt13111040/ratings/?ref_=tt_ov_rat,31.2%,34.6%,23.0%,6.6%,1.9%,0.8%,0.4%,0.3%,0.2%,1.0%,8.6,"14,000","16,000","10,000","3,000",841,379,163,126,109,439,"1,045,000",TV Mini Series,2022,18,1h,Oscar-winning producer Albert S. Ruddy's never-before-revealed experiences of making The Godfather (1972).,"Docudrama, Showbiz Drama, Biography, Crime, Drama, Back to top",English,"United States, United Kingdom, Italy, Canada","June 22, 2022",United Kingdom
156,Crash Landing on You,https://www.imdb.com/title/tt10850932/?ref_=chttvtp_t_156,https://www.imdb.com/title/tt10850932/ratings/?ref_=tt_ov_rat,46.0%,24.9%,16.0%,6.8%,2.4%,1.1%,0.5%,0.4%,0.4%,1.6%,8.7,"23,000","12,000","7,900","3,300","1,200",525,240,177,196,761,"1,049,000",TV Series,2019–2020,15,1h 10m,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.,"Feel-Good Romance, Korean Drama, Adventure, Comedy, Drama, Romance, Back to top",Korean,South Korea,"December 14, 2019",United Kingdom
155,The Return of Sherlock Holmes,https://www.imdb.com/title/tt0090509/?ref_=chttvtp_t_155,https://www.imdb.com/title/tt0090509/ratings/?ref_=tt_ov_rat,32.7%,30.3%,19.5%,7.6%,2.5%,1.4%,0.6%,0.5%,0.6%,4.3%,8.7,"4,700","4,400","2,800","1,100",361,208,88,65,83,615,"1,014,000",TV Series,1986–1988,15,1h,"Sherlock Holmes and Dr Watson solve the mysteries of the devil's foot, Silver Blaze, Wisteria Lodge and the Bruce-Partington Plans.","Police Procedural, Whodunnit, Crime, Drama, Mystery, Back to top",English,United Kingdom,"July 9, 1986",United Kingdom
154,The Jinx: The Life and Deaths of Robert Durst,https://www.imdb.com/title/tt4299972/?ref_=chttvtp_t_154,https://www.imdb.com/title/tt4299972/ratings/?ref_=tt_ov_rat,22.5%,35.5%,26.2%,9.5%,2.4%,0.9%,0.3%,0.2%,0.2%,2.2%,8.6,"13,000","20,000","15,000","5,300","1,400",511,182,133,107,"1,200","1,056,000",TV Series,2015–2024,15,45m,"Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.","Crime Documentary, Docuseries, True Crime, Biography, Crime, Documentary, Mystery, Back to top",English,United States,"February 8, 2015",United Kingdom
153,Haikyuu!!,https://www.imdb.com/title/tt3398540/?ref_=chttvtp_t_153,https://www.imdb.com/title/tt3398540/ratings/?ref_=tt_ov_rat,37.8%,27.4%,18.1%,7.7%,2.7%,1.2%,0.6%,0.5%,0.7%,3.2%,8.7,"16,000","12,000","7,700","3,300","1,200",517,270,229,317,"1,400","1,043,000",TV Series,2014–2020,PG,24m,"Determined to be like the volleyball championship's star player nicknamed ""the small giant"", Shoyo joins his school's volleyball club.","Anime, Sh≈çnen, Teen Comedy, Teen Drama, Animation, Comedy, Drama, Sport, Back to top","Japanese, English","Japan, Poland","April 6, 2014",United Kingdom
152,Mr. Bean,https://www.imdb.com/title/tt0096657/?ref_=chttvtp_t_152,https://www.imdb.com/title/tt0096657/ratings/?ref_=tt_ov_rat,33.3%,26.3%,22.3%,10.1%,3.6%,1.6%,0.7%,0.5%,0.4%,1.3%,8.6,"47,000","37,000","31,000","14,000","5,000","2,200","1,000",713,600,"1,800","10,141,000",TV Series,1990–1995,U,25m,"Bumbling, childlike Mr. Bean has trouble completing the simplest of day-to-day tasks, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems.","Sitcom, Slapstick, Comedy, Family, Back to top",English,United Kingdom,"January 1, 1990",United Kingdom
151,Poirot,https://www.imdb.com/title/tt0094525/?ref_=chttvtp_t_151,https://www.imdb.com/title/tt0094525/ratings/?ref_=tt_ov_rat,38.3%,26.9%,19.4%,8.3%,2.9%,1.3%,0.6%,0.4%,0.3%,1.6%,8.6,"21,000","15,000","11,000","4,600","1,600",721,330,210,186,894,"1,055,000",TV Series,1989–2013,PG,1h 40m,"Hercule Poirot, a famous Belgian detective, who has an impeccable knack for getting embroiled in a mystery, solves crimes along with Captain Hastings and Scotland Yard Chief Inspector James Japp.","Cozy Mystery, Police Procedural, Whodunnit, Crime, Drama, Mystery, Thriller, Back to top","English, French",United Kingdom,"January 8, 1989",United Kingdom
150,Mindhunter,https://www.imdb.com/title/tt5290382/?ref_=chttvtp_t_150,https://www.imdb.com/title/tt5290382/ratings/?ref_=tt_ov_rat,24.2%,36.2%,27.0%,8.4%,2.1%,0.7%,0.3%,0.2%,0.2%,0.7%,8.6,"87,000","131,000","98,000","30,000","7,600","2,600","1,100",663,572,"2,600","10,362,000",TV Series,2017–2019,18,1h,"In the late 1970s, two FBI agents broaden the realm of criminal science by investigating the psychology behind murder and end up getting too close to real-life monsters.","Cop Drama, Docudrama, Police Procedural, Psychological Drama, Psychological Thriller, Serial Killer, Crime, Drama, Mystery, Thriller, Back to top",English,United States,"October 13, 2017",United Kingdom
